id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1331236128960118784,1331236128960118784,2020-11-24 19:30:00 India Standard Time,2020-11-24,19:30:00,+0530,70001932,eynews,EY,,"You must rethink your strategy in a world where people are completely reimagining how they live, learn, work and consume. Discover how enterprise #resilience can help you find new and different answers. #ReframeYourFuture",en,[],[],[],0,0,11,"['resilience', 'reframeyourfuture']",[],https://twitter.com/EYnews/status/1331236128960118784,False,0,0,,,,,,,,[],,,,
1331226339773452289,1331226339773452289,2020-11-24 18:51:07 India Standard Time,2020-11-24,18:51:07,+0530,70001932,eynews,EY,,"#COVID19 has exposed long-standing weaknesses in how businesses manufacture and sell goods. In our latest article we explore the role of digitization and automation, in four steps to help businesses overcome these weaknesses:  https://t.co/xzEIUIcTNi #BetterWorkingWorld  https://t.co/8LmNswBCxZ",en,[],['http://spr.ly/6016HHLKs'],[],0,2,11,"['covid19', 'betterworkingworld']",[],https://twitter.com/EYnews/status/1331226339773452289,False,0,1,https://pbs.twimg.com/amplify_video_thumb/1331226313697406976/img/zW6Wi9LV-idxksPm.jpg,,,,,,,[],,,,
1331145531377192960,1331145531377192960,2020-11-24 13:30:00 India Standard Time,2020-11-24,13:30:00,+0530,70001932,eynews,EY,,"By employing the four critical approaches, business can truly transform in a time of rapid change: 1. Up the humanity 2. Remove friction 3. Value inclusion 4. Deliver at speed #BetterWorkingWorld",en,[],[],[],0,4,16,['betterworkingworld'],[],https://twitter.com/EYnews/status/1331145531377192960,False,0,0,,,,,,,,[],,,,
1330906306505543680,1330906306505543680,2020-11-23 21:39:25 India Standard Time,2020-11-23,21:39:25,+0530,70001932,eynews,EY,,"RT @EY_GovtPublic: #Technology has been key for #government in tackling #COVID19, so how can they continue to innovate to best serve #citiz…",en,"[{'screen_name': 'ey_govtpublic', 'name': 'ey government public', 'id': '919107032'}]",[],[],0,6,0,"['technology', 'government', 'covid19']",[],https://twitter.com/EYnews/status/1330906306505543680,True,0,0,,,,,919107032,"#Technology has been key for #government in tackling #COVID19, so how can they continue to innovate to best serve #citizens? Find out with our Global Government Consulting Leader @ArnauldBertrand in his recent session at #GovAfterShock. 

Watch now: https://t.co/GzShJgrtcX https://t.co/ID11M0hEDG",1329806330417328130,[],2020-11-20 20:48:30 India Standard Time,,,
1330903938888069120,1330903938888069120,2020-11-23 21:30:00 India Standard Time,2020-11-23,21:30:00,+0530,70001932,eynews,EY,,The forces of change are reshaping our world today. Explore how we can work with you to help prioritize your objectives and create a dynamic future-back plan. #ReframeYourFuture,en,[],[],[],0,0,7,['reframeyourfuture'],[],https://twitter.com/EYnews/status/1330903938888069120,False,0,0,,,,,,,,[],,,,
1330783145491374082,1330783145491374082,2020-11-23 13:30:01 India Standard Time,2020-11-23,13:30:01,+0530,70001932,eynews,EY,,"CFOs should think beyond the challenges of today and reimagine the future to understand how they and their teams should change. Find out how you can thrive now, next and beyond. #BetterWorkingWorld",en,[],[],[],1,4,24,['betterworkingworld'],[],https://twitter.com/EYnews/status/1330783145491374082,False,0,0,,,,,,,,[],,,,
1330511355317678082,1330511355317678082,2020-11-22 19:30:01 India Standard Time,2020-11-22,19:30:01,+0530,70001932,eynews,EY,,"The future of the working world may look very different in the aftermath of the crisis. By looking ahead through a new, transformative lens, your organization can reframe its future. #ReframeYourFuture",en,[],[],[],1,6,29,['reframeyourfuture'],[],https://twitter.com/EYnews/status/1330511355317678082,False,0,0,,,,,,,,[],,,,
1330420755851485184,1330420755851485184,2020-11-22 13:30:00 India Standard Time,2020-11-22,13:30:00,+0530,70001932,eynews,EY,,An organization’s ability to create long-term value depends on harnessing the power of #trust and #data. Leaders need to see the power of #TrustedIntelligence to help them drive innovation and performance. #BetterWorkingWorld,en,[],[],[],0,3,15,"['trust', 'data', 'trustedintelligence', 'betterworkingworld']",[],https://twitter.com/EYnews/status/1330420755851485184,False,0,0,,,,,,,,[],,,,
1330179161218945024,1330179161218945024,2020-11-21 21:30:00 India Standard Time,2020-11-21,21:30:00,+0530,70001932,eynews,EY,,"To effectively reinvent your business during this crisis, you need to embrace #transformation to drive growth. Learn how you can find the right path and create value. #ReframeYourFuture",en,[],[],[],0,4,18,"['transformation', 'reframeyourfuture']",[],https://twitter.com/EYnews/status/1330179161218945024,False,0,0,,,,,,,,[],,,,
1330058371836219392,1330058371836219392,2020-11-21 13:30:01 India Standard Time,2020-11-21,13:30:01,+0530,70001932,eynews,EY,,Commitment to #purpose must be demonstrated at every level of the organization. Discover how it can help you define and deliver against long-term value creation strategies. #BetterWorkingWorld,en,[],[],[],0,5,10,"['purpose', 'betterworkingworld']",[],https://twitter.com/EYnews/status/1330058371836219392,False,0,0,,,,,,,,[],,,,
