id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1335486636914831365,1335486636914831365,2020-12-06 13:00:01 India Standard Time,2020-12-06,13:00:01,+0530,250391704,ey_india,EY India,,"We helped a leading #FMCG company optimize vendor costs, eliminate redundancies, and create a common sales and operations platform. Learn more here  https://t.co/ud3rCLHfD5 #TransformationRealized  https://t.co/UNwaQ6u0uY",en,[],['http://spr.ly/6019Hzfw7'],['https://pbs.twimg.com/media/EoiaBOZWMAApVaW.jpg'],0,1,0,"['fmcg', 'transformationrealized']",[],https://twitter.com/EY_India/status/1335486636914831365,False,0,1,https://pbs.twimg.com/media/EoiaBOZWMAApVaW.jpg,,,,,,,[],,,,
1335441337567547394,1335441337567547394,2020-12-06 10:00:00 India Standard Time,2020-12-06,10:00:00,+0530,250391704,ey_india,EY India,,"#CFOs should reframe the future of finance with a focus on trusted #technology, new talent profiles and an expanded ecosystem. Read our latest article  https://t.co/BvC7lEVxMn #DNAoftheCFO  https://t.co/FTUJoyZOtT",en,[],['http://spr.ly/6018HzfXk'],['https://pbs.twimg.com/media/Eohw0e-WEAErkD9.jpg'],0,1,3,"['cfos', 'technology', 'dnaofthecfo']",[],https://twitter.com/EY_India/status/1335441337567547394,False,0,1,https://pbs.twimg.com/media/Eohw0e-WEAErkD9.jpg,,,,,,,[],,,,
1335199780969058306,1335199780969058306,2020-12-05 18:00:09 India Standard Time,2020-12-05,18:00:09,+0530,250391704,ey_india,EY India,,"The @EY_India @DSCI_Connect #Cybersecurity virtual #hackathon aims to recognize &amp; reward the best brains and talent in #Cybersecurity in the country. Participate now. To know more details, visit  https://t.co/x5RKX9vslu Register now! #AISS2020  https://t.co/XcZN8Qb6Nj",en,"[{'screen_name': 'ey_india', 'name': 'ey india', 'id': '250391704'}, {'screen_name': 'dsci_connect', 'name': 'dsci', 'id': '183252781'}]",['http://spr.ly/6013Hzfg5'],[],0,2,4,"['cybersecurity', 'hackathon', 'cybersecurity', 'aiss2020']",[],https://twitter.com/EY_India/status/1335199780969058306,False,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1335199749499195394/pu/img/AcPiTm1m0c3rlGhU.jpg,,,,,,,[],,,,
1335162805402611712,1335162805402611712,2020-12-05 15:33:13 India Standard Time,2020-12-05,15:33:13,+0530,250391704,ey_india,EY India,,We established a managed security operations center (MSOC) to detect and prevent security incidents for a global food and beverages company. Learn more about the benefits realized from EY’s MSOC  https://t.co/zbA4V2ZAcc #TransformationRealized #Cybersecurity  https://t.co/MteJB1s17F,en,[],['http://spr.ly/6013Hzfax'],[],0,1,2,"['transformationrealized', 'cybersecurity']",[],https://twitter.com/EY_India/status/1335162805402611712,False,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1335162753758195713/pu/img/_STrPkE8LE2jw9of.jpg,,,,,,,[],,,,
1335124283643850752,1335124283643850752,2020-12-05 13:00:09 India Standard Time,2020-12-05,13:00:09,+0530,250391704,ey_india,EY India,,Most of the global capability centers have developed a comprehensive #digital strategy and are moving up the value chain within their organizations. Find out more details in the #EYGCCPulseSurvey  https://t.co/f2CU5rV61G #EYGCC  https://t.co/OovcIIBfIT,en,[],['http://spr.ly/6018Hz2hK'],[],0,1,2,"['digital', 'eygccpulsesurvey', 'eygcc']",[],https://twitter.com/EY_India/status/1335124283643850752,False,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1335124250013872129/pu/img/FX7GnOT__tqn02r7.jpg,,,,,,,[],,,,
1335091298445926400,1335091298445926400,2020-12-05 10:49:05 India Standard Time,2020-12-05,10:49:05,+0530,250391704,ey_india,EY India,,RT @FortuneIndia: #Opinion | Victory of @JoeBiden in the U.S. Presidential elections has kindled hopes that his administration may eschew t…,en,"[{'screen_name': 'fortuneindia', 'name': 'fortune india', 'id': '2933059808'}, {'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}]",[],[],0,3,0,['opinion'],[],https://twitter.com/EY_India/status/1335091298445926400,True,0,0,,,,,2933059808,"#Opinion | Victory of @JoeBiden in the U.S. Presidential elections has kindled hopes that his administration may eschew the hardline approach towards H-1B visas, which @POTUS followed. https://t.co/3Ho730hTnS 

@EY_India https://t.co/7bMVWMWBbo",1335091204329914368,[],2020-12-05 10:48:42 India Standard Time,,,
1335079005091991555,1335079005091991555,2020-12-05 10:00:14 India Standard Time,2020-12-05,10:00:14,+0530,250391704,ey_india,EY India,,"Watch Dr @kiranshaw, #WEOY winner and 6 global #entrepreneurs share personal insights on how to reframe the future amid crisis in The #Unstoppables, a documentary feature produced with @CNBCCatalyst today at 5pm IST @CNBCTV18Live. Visit  https://t.co/quhVxavn5i  https://t.co/PhzMvCfoGX",en,"[{'screen_name': 'kiranshaw', 'name': 'kiran mazumdar-shaw', 'id': '145607857'}, {'screen_name': 'cnbccatalyst', 'name': 'cnbc catalyst', 'id': '701814706114338816'}, {'screen_name': 'cnbctv18live', 'name': 'cnbc-tv18', 'id': '44839509'}]",['http://spr.ly/6015HzN8V'],[],2,6,38,"['weoy', 'entrepreneurs', 'unstoppables']",[],https://twitter.com/EY_India/status/1335079005091991555,False,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1335078954026274817/pu/img/8TRLQkqQoTbM889L.jpg,,,,,,,[],,,,
1334857840540848128,1334857840540848128,2020-12-04 19:21:24 India Standard Time,2020-12-04,19:21:24,+0530,250391704,ey_india,EY India,,@parikhsandeep,und,[],[],[],0,0,0,[],[],https://twitter.com/EY_India/status/1334857840540848128,False,https://twitter.com/ET_Edge/status/1334449671024992257,0,,,,,,,,[],,,,
1334852458326200320,1334852458326200320,2020-12-04 19:00:01 India Standard Time,2020-12-04,19:00:01,+0530,250391704,ey_india,EY India,,#DidYouKnow 100% of the respondents said that their global capability centers have a detailed vision and strategy in place in the #EYGCCPulseSurvey. Find out more on Global Capability Center’s outlook here  https://t.co/Cn0AucMb7a #Digital #EYGCC  https://t.co/FDEMcNjk7l,en,[],['http://spr.ly/6013Hz0ML'],['https://pbs.twimg.com/media/EoZZPLKW8AE96Au.jpg'],0,0,1,"['didyouknow', 'eygccpulsesurvey', 'digital', 'eygcc']",[],https://twitter.com/EY_India/status/1334852458326200320,False,0,1,https://pbs.twimg.com/media/EoZZPLKW8AE96Au.jpg,,,,,,,[],,,,
1334837413177339905,1334837413177339905,2020-12-04 18:00:14 India Standard Time,2020-12-04,18:00:14,+0530,250391704,ey_india,EY India,,"It's time to showcase your talent and skills when it comes to #cybersecurity. Participate in the EY @DSCI_Connect #Cybersecurity virtual #hackathon and stand a chance to win great prizes. To know more details, visit  https://t.co/vs9C6XrNq5 Register now! #AISS2020  https://t.co/rdBMueHFz3",en,"[{'screen_name': 'dsci_connect', 'name': 'dsci', 'id': '183252781'}]",['http://spr.ly/6010Hz224'],[],0,2,3,"['cybersecurity', 'cybersecurity', 'hackathon', 'aiss2020']",[],https://twitter.com/EY_India/status/1334837413177339905,False,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1334837358534029313/pu/img/t7Kf-FTx0w13zROr.jpg,,,,,,,[],,,,
1334829842806792193,1334829842806792193,2020-12-04 17:30:09 India Standard Time,2020-12-04,17:30:09,+0530,250391704,ey_india,EY India,,"Dr @kiranshaw, #WEOY winner &amp; 6 global #entrepreneurs share what it takes to be unstoppable when the world stands still in the new documentary feature The #Unstoppables. Watch it on @CNBCTV18Live on 5 Dec at 5pm IST. Also visit,  https://t.co/2D8iMFOHjS  https://t.co/cjhzhb3ni3",en,"[{'screen_name': 'kiranshaw', 'name': 'kiran mazumdar-shaw', 'id': '145607857'}, {'screen_name': 'cnbctv18live', 'name': 'cnbc-tv18', 'id': '44839509'}]",['http://spr.ly/6017Hz0Ez'],[],0,3,13,"['weoy', 'entrepreneurs', 'unstoppables']",[],https://twitter.com/EY_India/status/1334829842806792193,False,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1334829812280684544/pu/img/l8VB6MG_t83aORzG.jpg,,,,,,,[],,,,
1334788243028652032,1334788243028652032,2020-12-04 14:44:50 India Standard Time,2020-12-04,14:44:50,+0530,250391704,ey_india,EY India,,A reputed global food and beverages company wanted to safely transition from on-premise infrastructure to the cloud. Here's how EY ensured a safe and secure transition  https://t.co/P1Vg4PPPPf #TransformationRealized #Cybersecurity  https://t.co/6fjxTTZGpa,en,[],['http://spr.ly/6019HzL7H'],['https://pbs.twimg.com/media/EoYe1WmW4AEJ-v9.jpg'],0,1,1,"['transformationrealized', 'cybersecurity']",[],https://twitter.com/EY_India/status/1334788243028652032,False,0,1,https://pbs.twimg.com/media/EoYe1WmW4AEJ-v9.jpg,,,,,,,[],,,,
1334781039042912257,1334781039042912257,2020-12-04 14:16:13 India Standard Time,2020-12-04,14:16:13,+0530,250391704,ey_india,EY India,,RT @EODB_India: #DPIIT organized a Capacity Building webinar for all States regarding implementation of #EoDB reforms linked to additional…,en,"[{'screen_name': 'eodb_india', 'name': 'eodb india', 'id': '717225578718343168'}]",[],[],0,8,0,"['dpiit', 'eodb']",[],https://twitter.com/EY_India/status/1334781039042912257,True,0,0,,,,,717225578718343168,#DPIIT organized a Capacity Building webinar for all States regarding implementation of #EoDB reforms linked to additional borrowing of 0.25 % of their #GSDP https://t.co/mkBBJILTh1,1334777536803266561,[],2020-12-04 14:02:18 India Standard Time,,,
